ID	Population	Taxon	HWe	HW	IFW1	IFW2	HL1	HL2	ScL	EL	Om	WL	PL	PPL	GL	HFL	PrW	hw1	hw2	hw3	CI	FLI	SI	notch	EI	FLD	CEI
serico509	SAU_SM	SAU	1.085	1.116	0.8	0.336	1.075	1	0.806	0.135	8	1.395	0.3	0.271	1	1.24	0.775	1.12	1.2	0.78	100.93	73.73	74.29	0.08	12.44	0.46	6.91
serico510	RAD	RAD	1.02	1.04	0.624	0.256	1.02	0.9	0.8	0.162	11	1.4	0.336	0.224	0.925	1.25	0.672	0.975	1.1	0.72	100	61.18	78.43	0.12	15.88	0.37	11.76
serico511	RAD	RAD	1.075	1.075	0.656	0.272	1.05	0.9	0.806	0.18	12	1.426	0.26	0.24	1.023	1.271	0.7	1	1.15	0.68	102.38	61.02	74.98	0.15	16.74	0.38	13.95
serico512	RAD	RAD	1.02	1.04	0.62	0.24	1	0.875	0.8	0.153	9	1.364	0.288	0.25	0.93	1.25	0.65	1	1.1	0.72	102	60.78	78.43	0.13	15	0.38	12.25
serico513	RAD	RAD	1.025	1.05	0.64	0.256	1.025	0.875	0.8	0.176	10	1.395	0.275	0.2	0.95	1.28	0.7	0.93	1.085	0.7	100	62.44	78.05	0.15	17.17	0.38	14.63
serico514	RAD	RAD	1.025	1.05	0.608	0.24	1	0.84	0.837	0.16	9	1.375	0.275	0.24	0.92	1.178	0.64	0.95	1.125	0.7	102.5	59.32	81.66	0.16	15.61	0.37	15.61
serico515	RAD	RAD	1.025	1.05	0.608	0.256	1.025	0.875	0.8	0.171	11	1.364	0.288	0.208	0.95	1.178	0.64	0.975	1.1	0.672	100	59.32	78.05	0.15	16.68	0.35	14.63
serico516	RAD	RAD	1.05	1.075	0.656	0.272	1.075	0.9	0.806	0.18	10	1.426	0.272	0.224	0.975	1.302	0.75	0.992	1.116	0.672	97.67	62.48	76.76	0.18	17.14	0.38	16.67
serico517	RAD	RAD	1	1	0.624	0.24	1	0.875	0.75	0.16	9	1.395	0.25	0.225	0.93	1.209	0.65	0.925	1.075	0.725	100	62.4	75	0.13	16	0.38	12.5
serico518	RAD	RAD	1.025	1.025	0.624	0.256	1	0.875	0.775	0.184	12	1.35	0.24	0.208	0.95	1.24	0.64	0.975	1.075	0.64	102.5	60.88	75.61	0.13	17.95	0.37	12.2
serico519	LUT	LUT	1.209	1.209	0.78	0.32	1.16	0.96	0.86	0.162	11	1.55	0.3	0.26	0.992	1.333	0.825	1.2	1.32	0.86	104.22	64.52	71.13	0.2	13.4	0.46	16.54
serico520	LUT	LUT	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.375	0.35	0.25	0.92	1.24	0.775	1.085	1.209	NA	NA	NA	NA	NA	NA	NA	NA
serico521	LUT	LUT	1.116	1.116	0.704	0.304	NA	NA	0.8	0.168	9	1.426	0.35	0.217	0.899	1.2	0.725	1.08	1.24	NA	NA	63.08	71.68	NA	15.05	0.4	NA
serico522	LUT	LUT	1.24	1.28	0.775	0.325	NA	NA	0.9	0.171	9	1.52	0.32	0.24	0.96	1.28	0.806	1.2	1.36	NA	NA	62.5	72.58	NA	13.79	0.45	NA
serico523	LUT	LUT	1.116	1.2	0.704	0.272	NA	NA	0.8	0.135	9	1.395	0.35	0.25	0.899	1.24	0.76	1.108	1.24	NA	NA	63.08	71.68	NA	12.1	0.43	NA
serico524	LUT	LUT	1.271	1.271	0.86	0.32	1.275	1.075	0.925	0.189	11	1.68	0.44	0.225	1.12	1.395	0.94	1.271	1.426	0.88	99.69	67.66	72.78	0.2	14.87	0.54	15.74
serico525	LUT	LUT	1.35	1.35	0.875	0.325	1.302	1.116	0.899	0.189	11	1.674	0.352	0.256	1.178	1.364	0.94	1.24	1.457	0.9	103.69	64.81	66.59	0.19	14	0.55	13.78
